Temperature [_ C],Humidity [%],Soil moisture,Nitrogen [mg/kg],Phosphorus [mg/kg],Potassium,pH,Health_Label
22.95,71.35,472.33,67,57,120,2.06,Healthy
18.05,84.06,411.57,114,83,128,6.8,Healthy
29.83,93.66,497.23,84,52,72,4.97,Non-Healthy
20.17,87.31,656.48,119,85,80,3.69,Non-Healthy
20.86,79.79,694.75,118,85,43,4.34,Non-Healthy
21.57,86.09,139.19,110,103,55,2.31,Non-Healthy
30.38,76.39,682.34,93,41,55,6.6,Healthy
20.89,69.8,585.85,101,103,111,5.38,Healthy
29.17,61.42,163.5,71,40,111,2.1,Non-Healthy
29.31,83.7,584.1,78,50,97,4.89,Healthy
30.98,64.99,504.33,66,89,66,5.73,Healthy
19.62,76.08,645.33,64,79,46,5.24,Non-Healthy
21.04,83.34,385.52,83,61,82,5.34,Healthy
28.4,91.2,411.94,83,87,130,4.65,Non-Healthy
20.74,81.33,605.64,88,52,87,3.52,Healthy
22.01,67.62,400.6,66,83,90,5.62,Healthy
20.33,76.59,425.29,78,79,60,4.55,Healthy
20.42,83.37,261.73,62,86,102,3.28,Healthy
24.74,66.84,311.65,114,86,132,5.98,Healthy
19.54,85.63,286.84,62,96,122,6.9,Healthy
22.5,86.73,146.48,96,105,71,3.35,Non-Healthy
23.97,78.29,458.16,111,108,52,4.26,Healthy
18.34,90.06,608.74,101,88,132,4.07,Non-Healthy
23.44,67.87,566.78,96,80,110,2.97,Healthy
19.32,78.82,263.02,91,48,70,4.98,Healthy
24.91,91.3,460.06,60,70,92,2.82,Non-Healthy
29.56,84.65,404.45,88,59,113,4.58,Healthy
29.46,88.24,593.6,102,68,82,3.37,Non-Healthy
19.13,67.77,325.02,69,85,53,6.62,Healthy
26.42,80.05,141.23,105,48,137,2.41,Healthy
29.68,71.34,634.62,79,54,42,3.54,Non-Healthy
21.33,83.06,508.76,107,49,102,5.02,Healthy
28.67,78.29,225.48,69,62,84,5.27,Non-Healthy
30.47,81.89,239.31,106,93,60,3.43,Non-Healthy
29.29,81.62,350.96,75,93,130,2.28,Non-Healthy
19.5,85.78,396.31,99,54,69,3.28,Non-Healthy
18.13,87.96,311.57,68,55,139,3.6,Healthy
20.68,62.17,419.09,117,90,127,4.98,Healthy
21.79,93.19,637.62,97,88,117,6.19,Non-Healthy
26.63,74.23,485.38,99,107,101,6.56,Healthy
23.38,65.95,334.33,96,106,103,4.41,Healthy
27.85,92.27,619.06,64,46,107,3.65,Non-Healthy
22.94,87.44,523.52,72,70,130,4.21,Non-Healthy
20.16,74.71,464.36,108,73,75,4.75,Healthy
22.38,81.0,419.58,90,69,135,2.21,Healthy
30.38,67.92,170.95,114,104,133,6.09,Non-Healthy
31.42,74.46,463.9,104,80,127,4.09,Non-Healthy
20.91,74.03,350.99,61,76,131,2.5,Healthy
29.04,86.39,439.19,68,100,119,6.48,Non-Healthy
21.83,75.11,191.96,109,68,54,3.27,Non-Healthy
30.42,86.42,575.98,119,50,43,5.16,Non-Healthy
20.32,87.65,416.93,102,68,116,4.98,Non-Healthy
27.32,73.5,601.94,87,43,93,4.07,Healthy
19.18,75.4,239.95,118,92,124,2.46,Non-Healthy
31.63,78.23,664.09,87,67,81,6.51,Non-Healthy
27.81,60.12,455.35,92,65,83,5.82,Healthy
29.79,66.83,163.9,83,41,118,4.3,Non-Healthy
25.93,89.65,301.96,110,98,52,6.96,Healthy
24.68,86.63,689.96,100,76,122,3.79,Non-Healthy
26.71,62.7,475.73,97,104,114,3.59,Healthy
25.4,82.22,363.45,75,62,94,6.87,Healthy
24.57,60.73,651.1,74,41,47,2.25,Healthy
28.63,78.7,329.55,78,93,118,6.49,Healthy
20.49,65.65,553.34,77,40,111,6.13,Healthy
20.4,89.87,204.83,92,55,126,2.43,Non-Healthy
24.05,81.52,524.35,95,109,131,3.15,Healthy
22.49,62.24,405.04,105,83,46,6.23,Healthy
19.04,82.44,366.28,90,72,126,5.11,Healthy
29.82,91.23,254.33,85,56,65,6.61,Healthy
28.8,85.68,692.72,71,64,94,4.83,Non-Healthy
25.61,64.03,191.7,67,74,114,5.26,Non-Healthy
31.71,83.28,238.03,61,108,138,5.89,Non-Healthy
19.02,81.37,338.9,97,101,117,4.56,Healthy
28.73,82.1,196.05,78,92,103,5.52,Healthy
21.73,87.83,662.49,110,107,117,2.83,Non-Healthy
23.16,70.65,648.02,108,47,69,5.49,Healthy
21.07,72.44,374.15,96,72,47,3.68,Healthy
29.05,67.06,405.59,98,92,82,6.6,Healthy
20.02,76.0,156.01,87,74,104,6.25,Healthy
29.76,74.34,606.84,119,52,100,5.06,Non-Healthy
27.26,62.94,572.68,92,43,90,2.21,Healthy
18.83,68.49,348.11,87,103,134,2.19,Healthy
29.35,64.2,396.71,87,85,99,6.01,Healthy
26.79,79.41,502.43,98,51,85,3.6,Healthy
30.67,66.55,390.04,106,97,92,5.49,Non-Healthy
28.48,71.4,278.45,118,71,132,4.08,Healthy
25.86,88.6,292.54,79,42,59,6.42,Healthy
29.71,80.01,420.04,64,55,122,6.06,Healthy
21.89,78.19,696.83,107,60,79,4.15,Healthy
25.66,93.05,404.16,116,95,59,3.83,Non-Healthy
22.11,75.31,152.36,104,47,44,4.86,Healthy
31.55,90.93,664.44,100,42,71,5.33,Non-Healthy
21.17,80.22,297.46,72,70,60,3.45,Healthy
18.22,74.19,143.1,99,91,82,5.28,Non-Healthy
22.56,72.11,161.93,106,73,112,2.91,Non-Healthy
25.04,91.62,219.26,100,50,50,6.83,Healthy
18.4,79.78,487.81,95,67,82,4.15,Healthy
25.83,68.81,333.43,63,65,84,6.53,Healthy
30.24,78.18,652.03,64,71,61,5.65,Non-Healthy
27.87,68.74,580.1,104,54,48,6.47,Healthy
26.72,68.42,306.09,99,50,95,4.61,Healthy
31.38,64.52,691.95,105,47,75,5.73,Healthy
31.42,84.13,506.57,107,89,135,2.1,Non-Healthy
29.54,87.34,130.11,114,48,107,6.6,Non-Healthy
26.51,71.33,388.59,111,79,49,5.13,Healthy
24.83,74.33,647.99,86,84,85,6.46,Healthy
18.19,87.76,291.66,63,41,86,2.06,Healthy
26.49,60.57,657.58,83,65,88,5.8,Healthy
31.85,71.65,476.91,95,104,61,3.07,Non-Healthy
29.45,70.77,458.17,79,84,130,5.11,Non-Healthy
22.77,79.02,332.18,90,49,113,2.74,Healthy
20.13,91.32,675.02,107,43,79,4.63,Non-Healthy
28.98,61.42,369.76,66,50,87,5.88,Healthy
28.42,89.5,487.94,105,86,45,2.99,Non-Healthy
31.54,79.5,489.51,103,84,118,5.21,Non-Healthy
30.25,80.57,493.17,92,88,56,2.99,Non-Healthy
25.78,93.49,297.5,91,62,59,6.88,Healthy
19.42,64.49,621.55,60,48,89,3.11,Healthy
24.77,69.68,464.29,109,96,106,5.46,Healthy
22.39,68.05,345.3,97,105,56,5.34,Healthy
25.17,76.41,306.92,109,90,93,3.44,Healthy
22.22,80.29,185.94,115,60,42,4.49,Healthy
30.07,85.48,473.94,65,64,49,2.81,Non-Healthy
29.82,61.86,573.91,118,105,79,5.32,Non-Healthy
22.42,74.91,365.03,70,104,111,5.62,Healthy
26.39,92.35,651.08,77,48,88,3.35,Non-Healthy
24.02,76.19,192.81,117,76,136,2.66,Non-Healthy
30.73,88.62,402.98,117,62,127,4.56,Non-Healthy
20.62,63.92,492.61,118,101,88,2.59,Healthy
27.77,70.14,450.37,101,92,79,6.43,Healthy
31.59,85.74,635.91,62,93,81,5.08,Non-Healthy
20.45,81.75,516.74,60,50,52,2.68,Healthy
20.83,75.51,598.52,62,50,116,2.49,Healthy
27.71,83.41,504.03,84,92,139,5.35,Healthy
28.91,86.98,319.66,104,99,116,3.82,Non-Healthy
24.87,91.41,278.1,84,84,112,6.02,Healthy
26.54,75.41,322.98,101,88,73,5.62,Healthy
20.98,82.49,356.74,115,82,69,5.53,Healthy
24.67,73.35,599.55,102,56,88,6.4,Healthy
19.57,92.45,532.34,116,86,72,5.42,Non-Healthy
22.5,76.82,599.57,115,76,114,3.59,Healthy
21.99,74.37,656.58,86,56,128,2.95,Healthy
24.22,92.88,592.58,111,47,93,3.86,Healthy
31.02,60.07,678.12,92,49,133,4.66,Non-Healthy
20.54,71.62,670.92,106,97,104,5.63,Healthy
23.62,89.34,306.16,117,109,108,5.5,Healthy
26.62,75.8,347.54,118,46,127,5.09,Healthy
31.25,72.19,453.62,84,75,56,4.54,Non-Healthy
19.86,80.57,520.52,77,56,120,3.21,Healthy
30.85,74.16,389.53,106,104,109,6.02,Non-Healthy
19.13,71.53,576.91,113,95,84,2.89,Healthy
24.73,69.31,486.56,78,43,106,5.29,Healthy
24.36,70.96,465.6,75,87,96,5.86,Healthy
20.93,92.35,204.33,63,43,55,2.95,Non-Healthy
22.86,93.59,219.36,65,64,91,4.04,Non-Healthy
24.36,63.46,301.71,70,41,131,6.59,Healthy
30.11,85.74,678.24,95,45,44,5.0,Non-Healthy
31.37,83.02,164.2,93,76,86,4.86,Non-Healthy
25.26,82.08,676.95,62,62,133,2.32,Non-Healthy
30.18,61.15,396.72,109,45,122,5.85,Healthy
26.51,69.57,372.86,92,93,75,3.02,Healthy
22.89,86.11,611.19,85,54,133,3.09,Non-Healthy
20.72,77.35,602.26,113,77,129,6.34,Healthy
23.78,60.84,197.71,84,90,56,4.7,Non-Healthy
25.32,78.43,590.81,64,106,114,4.57,Healthy
18.62,89.67,416.21,65,91,63,4.28,Non-Healthy
20.04,90.74,307.41,61,98,107,5.36,Non-Healthy
26.4,91.45,182.86,89,106,44,4.78,Non-Healthy
21.15,78.46,463.49,118,56,85,5.03,Healthy
29.72,76.34,572.59,87,60,47,2.76,Healthy
22.58,68.55,633.69,113,85,95,4.99,Non-Healthy
19.47,90.31,683.54,69,66,130,4.59,Non-Healthy
19.17,88.0,191.45,93,41,40,5.22,Non-Healthy
31.12,90.23,350.13,76,50,123,2.85,Non-Healthy
19.65,67.91,148.23,78,57,68,2.46,Healthy
19.97,63.43,488.73,83,53,135,4.71,Healthy
30.08,84.45,634.85,77,55,98,2.97,Non-Healthy
21.56,91.96,518.61,76,89,110,6.74,Healthy
27.32,92.08,345.45,118,75,40,2.21,Non-Healthy
29.43,78.5,560.76,97,42,135,2.02,Healthy
26.5,82.47,698.04,106,53,61,3.18,Healthy
31.4,63.92,120.65,60,48,88,6.79,Healthy
27.92,69.64,600.27,73,55,119,4.38,Healthy
19.58,78.82,309.24,86,60,103,3.18,Healthy
25.82,90.83,553.3,119,60,54,2.75,Healthy
28.05,76.94,257.48,113,58,61,6.58,Healthy
29.23,80.74,237.06,70,47,101,3.49,Non-Healthy
18.37,61.94,589.57,102,42,127,4.99,Healthy
28.06,93.76,565.09,89,40,127,3.22,Healthy
29.56,77.23,590.51,85,87,103,4.11,Non-Healthy
28.46,65.61,559.26,61,104,51,2.66,Healthy
25.17,71.86,175.6,99,82,79,4.81,Non-Healthy
24.41,77.97,632.07,119,82,44,2.13,Non-Healthy
25.69,64.85,339.02,66,68,72,6.63,Healthy
27.87,66.88,247.41,89,77,99,2.59,Non-Healthy
30.92,92.06,449.19,107,49,105,4.76,Non-Healthy
26.64,90.54,320.6,87,49,103,2.87,Healthy
30.43,64.28,531.72,97,72,65,2.59,Non-Healthy
27.82,69.76,522.88,60,71,82,6.64,Healthy
18.96,82.25,613.06,85,95,123,4.98,Non-Healthy
25.01,69.09,696.26,88,83,119,3.2,Non-Healthy
22.01,60.07,583.75,83,98,49,2.57,Healthy
21.99,84.54,202.1,62,108,118,3.43,Non-Healthy
22.98,66.76,562.33,62,102,114,2.2,Healthy
22.41,71.37,448.8,75,103,60,3.54,Healthy
26.1,69.94,446.65,87,67,113,3.69,Healthy
27.57,65.33,315.6,66,99,45,3.45,Healthy
21.76,64.75,213.23,93,87,123,4.84,Non-Healthy
19.82,65.07,220.37,69,66,48,2.73,Non-Healthy
18.82,93.86,153.41,101,69,55,3.44,Non-Healthy
26.06,85.44,587.1,60,41,98,2.03,Healthy
20.61,92.9,551.49,87,78,119,5.14,Non-Healthy
18.13,80.0,616.9,113,75,124,6.5,Healthy
30.99,71.59,528.4,89,64,50,6.49,Healthy
25.52,65.74,217.32,73,73,78,6.66,Healthy
19.29,76.92,546.86,113,42,114,2.11,Healthy
29.8,77.27,443.55,77,102,103,4.64,Non-Healthy
31.76,87.21,183.03,86,103,51,5.24,Non-Healthy
24.28,78.5,644.97,60,93,75,6.45,Healthy
18.59,66.82,643.34,62,88,74,5.08,Non-Healthy
19.65,88.5,484.16,104,84,119,3.65,Non-Healthy
23.34,65.18,363.39,88,77,83,2.74,Healthy
30.4,78.51,258.0,114,56,137,2.16,Healthy
20.07,61.49,176.61,60,79,49,5.49,Healthy
29.54,72.92,587.48,67,86,122,5.66,Healthy
18.21,83.52,680.72,80,98,135,6.33,Healthy
24.4,64.85,128.14,60,76,73,6.57,Healthy
27.02,78.37,398.03,81,41,89,2.7,Healthy
18.85,78.86,181.5,104,105,70,5.31,Non-Healthy
26.61,91.83,362.75,94,72,110,6.06,Healthy
31.22,76.33,456.76,90,72,103,4.8,Non-Healthy
20.24,62.74,368.88,86,50,53,5.81,Healthy
28.21,65.11,129.99,79,70,48,5.38,Non-Healthy
26.53,69.65,692.95,113,103,111,5.14,Non-Healthy
20.59,87.96,656.97,97,75,74,6.76,Non-Healthy
18.09,68.93,567.98,100,42,64,5.88,Healthy
18.13,81.33,352.39,111,75,43,5.86,Healthy
25.45,62.74,519.9,77,94,61,6.76,Healthy
31.2,67.08,531.67,104,88,85,3.3,Non-Healthy
27.02,81.67,317.35,64,103,43,3.63,Healthy
28.0,63.43,143.02,76,81,129,2.83,Non-Healthy
24.91,85.04,480.94,78,77,83,2.54,Non-Healthy
26.15,75.72,669.89,116,70,95,2.82,Non-Healthy
19.77,69.79,553.72,74,73,139,3.7,Healthy
30.28,90.59,252.23,79,53,79,4.99,Non-Healthy
28.65,83.56,442.37,118,61,105,5.55,Healthy
31.97,62.25,346.32,107,70,58,5.7,Healthy
22.17,83.46,436.97,115,52,127,5.73,Healthy
21.18,66.94,539.95,73,91,136,2.77,Healthy
19.75,92.21,402.3,68,69,51,3.36,Healthy
31.5,65.38,649.14,99,85,73,3.01,Non-Healthy
28.93,81.58,521.43,106,50,133,4.0,Healthy
20.33,68.48,324.34,108,64,131,5.76,Healthy
25.74,92.98,475.15,70,83,75,4.38,Non-Healthy
23.79,71.36,384.12,97,107,123,6.82,Healthy
20.12,80.64,579.38,83,52,139,6.13,Healthy
20.27,64.53,124.32,83,92,117,2.95,Non-Healthy
31.49,76.78,459.63,106,82,70,4.87,Non-Healthy
22.27,81.31,133.63,117,75,95,5.07,Non-Healthy
31.18,86.97,688.01,119,75,115,2.97,Non-Healthy
19.06,79.5,414.37,107,63,53,2.86,Healthy
24.45,84.63,281.7,61,91,125,3.77,Healthy
19.81,90.07,184.21,82,101,81,4.48,Non-Healthy
18.07,70.45,318.18,88,108,43,3.44,Non-Healthy
25.75,71.91,487.77,89,90,70,6.45,Healthy
19.59,61.04,684.28,69,78,66,3.85,Non-Healthy
28.11,79.4,174.75,76,109,90,5.58,Healthy
27.77,94.0,241.94,74,54,75,3.0,Non-Healthy
20.47,85.76,280.63,87,95,91,3.55,Non-Healthy
31.18,94.74,564.28,115,101,110,3.97,Non-Healthy
28.09,75.9,165.8,72,83,105,6.22,Healthy
22.17,86.16,638.75,62,91,72,2.76,Non-Healthy
27.93,65.64,247.01,76,64,122,5.81,Healthy
28.25,74.77,536.46,101,91,73,6.61,Healthy
22.79,82.53,561.12,100,99,121,3.31,Healthy
23.26,75.76,637.99,99,83,41,5.06,Non-Healthy
23.03,61.04,240.37,61,45,113,3.47,Healthy
26.63,71.09,539.5,107,65,95,2.86,Healthy
30.61,83.66,324.78,101,108,108,3.59,Non-Healthy
20.42,73.83,345.21,86,69,79,5.63,Healthy
30.25,75.69,414.82,103,80,137,6.15,Healthy
18.39,89.97,196.08,103,97,48,4.13,Non-Healthy
27.24,69.43,328.06,84,65,46,6.1,Healthy
23.8,81.56,665.48,89,81,48,2.32,Non-Healthy
29.08,89.6,224.76,77,108,81,6.74,Non-Healthy
28.1,88.25,302.8,104,105,85,3.57,Non-Healthy
24.72,68.36,588.22,96,98,127,4.76,Healthy
27.01,61.79,264.99,99,78,104,5.5,Healthy
25.02,69.69,215.58,110,42,47,5.94,Healthy
29.36,66.17,230.5,97,90,56,6.14,Non-Healthy
24.67,60.97,691.69,79,41,53,2.83,Healthy
25.32,70.65,359.72,119,86,117,6.4,Healthy
21.51,78.23,349.66,101,54,84,2.34,Healthy
26.47,82.76,559.07,114,57,138,3.73,Healthy
22.24,73.23,156.39,117,106,61,5.79,Healthy
26.08,67.15,218.33,74,43,87,4.72,Healthy
20.38,79.93,537.53,98,55,72,6.31,Healthy
20.23,86.33,305.4,118,83,131,6.12,Non-Healthy
23.84,84.32,526.97,105,92,113,4.08,Healthy
23.98,89.99,133.26,69,57,65,4.66,Non-Healthy
21.75,69.24,462.41,84,67,118,4.99,Healthy
19.84,77.61,435.66,71,80,91,6.47,Healthy
18.55,77.1,204.02,76,60,107,2.13,Healthy
18.35,71.26,188.87,107,103,117,6.11,Healthy
21.8,84.02,658.33,81,56,58,5.95,Healthy
24.47,64.7,412.91,103,69,52,3.71,Healthy
28.17,88.18,148.94,73,109,73,2.65,Non-Healthy
24.65,61.28,206.16,82,47,79,3.38,Healthy
30.66,73.59,510.08,113,90,103,2.62,Non-Healthy
18.49,81.26,396.52,84,77,98,2.76,Healthy
20.53,74.85,466.64,71,104,57,3.03,Healthy
22.74,82.95,385.8,79,85,69,3.68,Non-Healthy
26.08,61.36,656.8,89,51,105,5.52,Healthy
29.94,90.35,598.64,107,60,112,6.15,Healthy
22.9,62.72,688.48,88,60,134,2.3,Healthy
21.75,70.07,664.76,84,68,81,2.24,Non-Healthy
18.87,70.27,542.64,112,95,125,4.42,Healthy
29.5,60.41,150.47,114,58,73,4.02,Non-Healthy
23.32,63.29,699.48,94,107,129,2.55,Non-Healthy
26.0,89.82,394.52,70,41,94,4.76,Healthy
31.77,87.15,155.38,90,109,65,6.15,Non-Healthy
18.02,85.83,695.03,103,59,40,2.52,Healthy
20.04,84.13,450.82,109,59,44,6.41,Healthy
28.91,62.61,386.22,110,84,89,6.54,Healthy
29.27,70.45,131.48,63,90,91,4.52,Non-Healthy
28.77,60.23,368.47,101,43,114,4.92,Healthy
25.52,62.12,226.3,111,59,65,4.85,Healthy
31.7,61.33,536.99,69,93,73,6.49,Healthy
23.55,66.96,124.56,110,50,44,5.34,Healthy
26.43,61.97,429.16,98,101,66,2.91,Healthy
18.89,60.59,145.36,115,57,90,3.41,Healthy
23.74,68.57,534.6,114,101,87,6.34,Healthy
28.12,87.96,672.75,87,94,133,6.5,Non-Healthy
21.34,61.97,145.13,64,93,82,6.73,Healthy
31.21,94.46,179.79,61,55,116,6.13,Non-Healthy
27.61,83.02,419.04,90,77,96,2.26,Healthy
22.03,90.34,689.83,109,90,43,5.88,Healthy
28.77,83.12,358.64,87,78,79,4.72,Healthy
19.16,87.19,477.03,83,51,70,4.89,Healthy
31.65,70.53,561.76,85,94,126,4.45,Non-Healthy
18.69,69.01,658.19,78,93,50,5.56,Healthy
31.07,83.25,222.67,86,101,73,5.58,Non-Healthy
21.54,79.71,648.63,80,104,56,2.65,Healthy
28.61,77.7,483.33,65,87,105,3.73,Healthy
18.0,66.2,587.25,116,93,78,5.07,Healthy
21.56,68.07,291.42,72,81,55,5.03,Healthy
28.49,79.24,410.06,104,81,74,3.73,Healthy
25.45,74.35,241.2,75,65,128,5.41,Non-Healthy
19.61,93.69,615.67,74,85,120,3.87,Non-Healthy
23.51,79.35,238.66,90,65,112,5.48,Non-Healthy
23.26,75.11,438.03,68,55,106,2.39,Healthy
25.95,93.27,362.39,111,92,82,3.56,Non-Healthy
27.35,63.21,148.76,93,76,118,3.08,Non-Healthy
29.77,69.51,359.05,86,68,47,6.71,Healthy
24.96,72.12,574.95,106,80,96,2.42,Healthy
23.49,89.87,426.78,72,81,82,3.49,Non-Healthy
20.02,86.82,296.78,111,85,125,6.71,Healthy
29.27,70.66,378.34,107,50,109,5.51,Healthy
27.99,90.54,569.07,62,70,41,6.05,Healthy
23.72,62.19,507.53,108,48,114,4.63,Healthy
25.26,77.27,184.32,79,44,72,5.09,Healthy
27.31,82.91,428.12,64,64,112,5.45,Healthy
20.31,70.93,235.24,119,57,46,3.72,Healthy
18.38,62.42,687.48,74,47,49,6.28,Healthy
22.45,69.0,548.4,118,49,90,3.84,Healthy
26.34,76.93,166.98,95,41,87,5.74,Healthy
24.81,71.13,263.97,67,71,69,6.88,Healthy
27.7,74.55,165.31,73,65,116,5.74,Healthy
29.48,63.26,334.66,60,96,58,6.6,Healthy
24.84,60.5,597.16,99,81,67,4.17,Healthy
19.88,90.72,158.72,67,94,60,2.66,Non-Healthy
29.91,62.73,215.91,117,45,108,2.14,Non-Healthy
26.05,70.25,275.12,95,47,51,6.82,Healthy
28.36,83.24,481.97,62,83,120,5.19,Healthy
27.87,89.56,685.32,99,81,79,6.56,Non-Healthy
31.55,71.24,597.18,70,42,44,2.16,Non-Healthy
22.13,82.82,236.54,82,62,89,3.08,Non-Healthy
27.87,76.52,531.84,89,46,87,3.45,Healthy
23.12,61.79,442.7,106,84,119,3.08,Healthy
23.54,74.29,405.14,68,60,132,5.66,Healthy
21.23,61.04,646.86,95,91,125,4.47,Non-Healthy
22.82,93.75,461.12,116,83,126,2.06,Non-Healthy
31.28,86.68,199.58,60,107,47,2.56,Non-Healthy
22.1,71.88,215.68,91,55,139,2.9,Healthy
21.44,68.22,654.74,66,85,121,2.91,Non-Healthy
26.16,74.01,166.52,97,92,45,5.9,Healthy
21.61,71.07,199.99,76,40,99,6.8,Healthy
24.63,72.98,498.81,69,91,97,5.41,Healthy
29.68,92.16,250.12,90,46,56,4.6,Non-Healthy
21.23,74.16,599.14,81,86,64,6.4,Healthy
23.97,85.95,361.28,88,90,73,6.44,Healthy
26.55,65.49,399.79,93,64,122,4.93,Healthy
25.64,78.68,194.61,67,42,52,2.85,Healthy
31.65,77.28,136.33,74,81,120,3.8,Non-Healthy
27.53,80.69,560.36,108,94,103,5.57,Healthy
28.36,83.8,162.91,114,69,49,6.59,Healthy
31.54,90.14,491.29,75,71,74,6.9,Non-Healthy
23.8,68.05,431.77,86,84,95,4.93,Healthy
22.98,73.35,420.72,71,95,136,5.52,Healthy
18.61,62.0,293.82,74,50,129,2.09,Healthy
20.58,81.85,558.5,101,44,65,2.45,Healthy
21.32,92.72,352.36,116,101,98,2.45,Non-Healthy
20.57,73.87,207.73,76,87,71,4.6,Non-Healthy
28.57,94.01,152.51,102,105,76,2.53,Non-Healthy
25.5,80.93,318.68,84,79,135,5.63,Healthy
27.35,67.39,472.67,62,66,116,4.69,Healthy
29.49,78.53,247.79,91,43,52,4.04,Non-Healthy
21.23,82.4,550.48,110,98,122,5.74,Healthy
22.56,83.32,183.06,64,57,79,4.33,Healthy
27.92,82.33,393.74,103,50,114,5.41,Healthy
23.5,66.64,431.29,111,65,110,5.35,Healthy
18.41,67.29,596.19,69,71,100,4.82,Healthy
24.09,68.45,188.41,85,81,65,5.74,Healthy
30.72,85.65,120.97,119,104,47,5.77,Non-Healthy
23.73,77.48,429.55,93,77,48,6.01,Healthy
22.65,83.49,207.42,87,72,88,6.5,Healthy
31.85,87.98,451.58,70,52,77,5.6,Healthy
27.02,79.74,139.08,110,80,85,2.69,Non-Healthy
23.12,76.49,404.59,99,72,41,5.05,Healthy
19.43,74.09,346.63,90,95,107,4.37,Healthy
29.03,78.77,210.62,106,85,111,2.7,Non-Healthy
27.91,65.24,391.35,86,64,63,4.55,Non-Healthy
30.91,87.53,396.76,92,74,139,6.5,Non-Healthy
21.04,91.95,159.37,77,79,127,6.54,Non-Healthy
19.61,88.43,512.61,89,70,42,3.93,Non-Healthy
28.14,88.77,649.95,104,94,121,3.13,Non-Healthy
20.85,89.03,475.8,89,91,55,3.44,Non-Healthy
20.47,66.15,483.77,116,87,54,5.84,Healthy
22.48,94.85,554.07,98,75,115,3.28,Non-Healthy
29.44,83.0,662.92,100,105,57,3.67,Non-Healthy
25.55,74.73,689.84,65,42,93,2.86,Healthy
18.64,91.08,405.76,93,49,72,5.96,Healthy
24.49,80.38,668.1,92,48,95,4.82,Healthy
27.58,94.78,328.36,70,100,101,2.45,Non-Healthy
25.54,86.32,542.03,110,87,77,2.23,Non-Healthy
26.01,72.86,663.34,101,41,44,4.01,Healthy
21.15,85.99,129.42,102,44,55,5.3,Non-Healthy
29.87,85.55,653.92,119,109,110,6.07,Non-Healthy
25.86,70.95,633.33,110,64,110,6.7,Healthy
27.99,90.95,239.18,114,77,97,3.33,Non-Healthy
31.75,64.93,357.63,74,45,126,4.14,Healthy
23.99,72.78,191.29,87,91,57,3.15,Non-Healthy
30.33,82.27,553.37,108,68,120,6.44,Healthy
18.1,76.77,570.9,71,107,107,4.54,Healthy
18.47,83.74,630.95,111,53,104,3.17,Healthy
26.26,94.91,376.04,67,77,134,5.02,Non-Healthy
22.36,62.73,485.44,72,104,71,5.67,Healthy
21.48,86.56,609.32,92,51,71,6.68,Healthy
21.89,88.61,174.16,114,100,59,5.83,Non-Healthy
22.46,69.88,189.11,115,99,117,5.43,Non-Healthy
28.21,68.93,594.32,71,69,85,4.61,Healthy
25.97,75.45,376.34,119,78,134,5.19,Healthy
29.05,73.78,585.66,86,57,107,4.44,Healthy
29.62,77.77,120.09,111,49,94,2.87,Non-Healthy
29.8,67.41,186.72,65,65,130,4.12,Non-Healthy
23.81,77.28,333.64,102,77,109,5.13,Healthy
23.9,88.45,350.64,115,67,94,2.1,Non-Healthy
30.97,90.9,603.58,107,94,94,3.61,Non-Healthy
27.26,83.34,415.67,68,79,104,3.7,Healthy
19.13,70.08,652.42,81,91,116,2.09,Non-Healthy
25.59,90.56,366.32,66,109,85,3.53,Non-Healthy
22.98,74.74,158.84,84,81,88,6.66,Healthy
31.82,68.11,385.62,100,43,45,5.24,Healthy
18.19,64.71,358.39,97,100,53,5.11,Healthy
26.57,93.66,438.69,89,66,135,5.35,Non-Healthy
28.13,63.08,491.1,73,90,115,2.26,Healthy
22.04,78.54,154.16,95,86,84,6.67,Healthy
31.63,67.08,478.17,65,69,136,3.15,Non-Healthy
30.03,90.39,196.72,112,107,119,2.34,Non-Healthy
30.82,66.81,370.45,113,87,72,4.39,Non-Healthy
18.27,85.78,637.55,73,75,79,6.83,Non-Healthy
25.98,65.78,197.63,97,91,91,3.41,Healthy
22.13,92.83,241.08,90,96,91,2.12,Non-Healthy
29.89,83.22,365.35,92,54,99,6.54,Healthy
26.86,74.53,155.03,62,70,132,4.57,Non-Healthy
25.54,93.69,286.04,112,89,72,6.24,Healthy
19.6,78.34,164.93,73,48,110,5.55,Healthy
25.56,73.44,396.69,114,99,50,5.27,Healthy
26.85,65.69,452.56,119,60,131,3.24,Healthy
31.38,85.24,554.58,90,93,124,4.62,Non-Healthy
26.19,80.87,655.48,60,54,132,4.85,Healthy
31.54,67.8,373.82,69,68,116,5.39,Non-Healthy
31.46,68.75,484.13,78,80,85,5.52,Healthy
27.1,67.71,154.84,107,75,112,2.88,Non-Healthy
25.08,77.35,395.68,76,43,42,6.26,Healthy
24.52,61.66,624.6,103,77,132,3.81,Non-Healthy
30.47,70.12,463.52,101,94,85,5.64,Healthy
18.4,85.78,337.56,75,75,80,6.09,Healthy
19.59,81.74,171.76,81,86,84,3.56,Non-Healthy
19.43,88.65,409.18,81,73,57,3.28,Non-Healthy
28.6,86.07,652.85,114,46,114,6.93,Healthy
22.76,60.74,162.86,103,76,46,3.75,Non-Healthy
26.93,79.93,427.91,87,69,42,5.0,Healthy
